COUNTRY,DATE,GROUP,COVID_VACCINE_ADM_1D,COVID_VACCINE_COV_1D,POPULATION,QUARTER,YEAR
BGD,2025-01-01,female,10705.000000000,,,4,2024
BHR,2025-01-01,female,160.000000000,,,4,2024
BMU,2025-01-01,female,1179.000000000,,,4,2024
BOL,2025-01-01,female,161702.000000000,,,4,2024
BRB,2025-01-01,female,0.000000000,,,4,2024
BWA,2025-01-01,female,0.000000000,,,4,2024
CHL,2025-01-01,female,1085319.000000000,,,4,2024
CIV,2025-01-01,female,115505.000000000,,,4,2024
CMR,2025-01-01,female,3371.000000000,,,4,2024
COL,2025-01-01,female,342728.000000000,,,4,2024
CRI,2025-01-01,female,32521.000000000,,,4,2024
CYM,2025-01-01,female,647.000000000,,,4,2024
GMB,2025-01-01,female,1434.000000000,,,4,2024
GTM,2025-01-01,female,12097.000000000,,,4,2024
HKG,2025-01-01,female,97881.000000000,,,4,2024
IDN,2025-01-01,female,1366.000000000,,,4,2024
JAM,2025-01-01,female,2479.000000000,,,4,2024
KOR,2025-01-01,female,2563594.000000000,,,4,2024
MAC,2025-01-01,female,9530.000000000,,,4,2024
MDV,2025-01-01,female,6.000000000,,,4,2024
MSR,2025-01-01,female,0.000000000,,,4,2024
MWI,2025-01-01,female,492711.000000000,,,4,2024
NGA,2025-01-01,female,47284.000000000,,,4,2024
PER,2025-01-01,female,809633.000000000,,,4,2024
PRY,2025-01-01,female,117194.000000000,,,4,2024
QAT,2025-01-01,female,920.000000000,,,4,2024
SAU,2025-01-01,female,89348.000000000,,,4,2024
SLV,2025-01-01,female,15719.000000000,,,4,2024
SYR,2025-01-01,female,9500.000000000,,,4,2024
UGA,2025-01-01,female,0.000000000,,,4,2024
URY,2025-01-01,female,64576.000000000,,,4,2024
ZMB,2025-01-01,female,9785.000000000,,,4,2024
AFG,2025-01-01,male,614790.000000000,,,4,2024
AIA,2025-01-01,male,0.000000000,,,4,2024
ARG,2025-01-01,male,744457.000000000,,,4,2024
AUS,2025-01-01,male,1117683.000000000,,,4,2024
BGD,2025-01-01,male,10270.000000000,,,4,2024
BHR,2025-01-01,male,256.000000000,,,4,2024
BMU,2025-01-01,male,872.000000000,,,4,2024
BOL,2025-01-01,male,167894.000000000,,,4,2024
BRB,2025-01-01,male,0.000000000,,,4,2024
BWA,2025-01-01,male,0.000000000,,,4,2024
CHL,2025-01-01,male,825495.000000000,,,4,2024
CIV,2025-01-01,male,96944.000000000,,,4,2024
CMR,2025-01-01,male,5177.000000000,,,4,2024
COL,2025-01-01,male,395667.000000000,,,4,2024
CRI,2025-01-01,male,28731.000000000,,,4,2024
CYM,2025-01-01,male,513.000000000,,,4,2024
GMB,2025-01-01,male,1043.000000000,,,4,2024
GTM,2025-01-01,male,6664.000000000,,,4,2024
HKG,2025-01-01,male,100634.000000000,,,4,2024
IDN,2025-01-01,male,1903.000000000,,,4,2024
JAM,2025-01-01,male,2558.000000000,,,4,2024
KOR,2025-01-01,male,2329299.000000000,,,4,2024
MAC,2025-01-01,male,10416.000000000,,,4,2024
MDV,2025-01-01,male,12.000000000,,,4,2024
MSR,2025-01-01,male,0.000000000,,,4,2024
MWI,2025-01-01,male,454810.000000000,,,4,2024
NGA,2025-01-01,male,39734.000000000,,,4,2024
PER,2025-01-01,male,676589.000000000,,,4,2024
PRY,2025-01-01,male,89501.000000000,,,4,2024
QAT,2025-01-01,male,1254.000000000,,,4,2024
SAU,2025-01-01,male,181410.000000000,,,4,2024
SLV,2025-01-01,male,12808.000000000,,,4,2024
SYR,2025-01-01,male,8961.000000000,,,4,2024
TCD,2025-01-01,male,0.000000000,,,4,2024
URY,2025-01-01,male,47299.000000000,,,4,2024
VGB,2025-01-01,male,0.000000000,,,4,2024
ZMB,2025-01-01,male,6946.000000000,,,4,2024
